"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(9.0.0)","SAU.NGDPDPC.A","OBS_VALUE","Saudi Arabia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","29360.031","29566.714","24318.285","31920.765","38510.236","36156.848","35527.794","35464.445"
"IMF.RES:WEO(9.0.0)","ARE.LP.A","OBS_VALUE","United Arab Emirates","Population, Persons for countries / Index for country groups","Annual","Millions","9.379","9.513","9.289","9.861","10.289","10.679","11.294","11.380"
"IMF.RES:WEO(9.0.0)","ARE.NGDPDPC.A","OBS_VALUE","United Arab Emirates","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","46974.083","45615.088","38448.752","42839.579","49704.159","48941.279","48905.827","50231.644"
"IMF.RES:WEO(9.0.0)","EGY.LP.A","OBS_VALUE","Egypt, Arab Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","97.100","98.900","100.600","102.100","103.600","105.200","106.600","107.900"
"IMF.RES:WEO(9.0.0)","BGD.NGDPDPC.A","OBS_VALUE","Bangladesh","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1991.739","2154.227","2270.348","2497.741","2730.846","2651.738","2618.677","2635.632"
"IMF.RES:WEO(9.0.0)","BGD.BCA_NGDPD.A","OBS_VALUE","Bangladesh","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.977","-1.278","-1.454","-1.099","-3.954","-2.576","-1.446","0.045"
"IMF.RES:WEO(9.0.0)","BTN.PCPIPCH.A","OBS_VALUE","Bhutan","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.623","2.815","3.037","8.220","5.946","4.535","4.295","2.557"
"IMF.RES:WEO(9.0.0)","AFG.BCA_NGDPD.A","OBS_VALUE","Afghanistan, Islamic Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","12.143","11.705","13.974","-0.056","-18.532","-20.306","-39.612","-40.190"
"IMF.RES:WEO(9.0.0)","G510.PCPIPCH.A","OBS_VALUE","ASEAN-5","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.567","1.872","0.915","1.998","4.796","3.506","2.032","1.360"
"IMF.RES:WEO(9.0.0)","WBG.PCPIPCH.A","OBS_VALUE","West Bank and Gaza","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","-0.195","1.557","-0.711","1.238","3.740","5.872","53.667","10.543"
"IMF.RES:WEO(9.0.0)","YEM.PCPIPCH.A","OBS_VALUE","Yemen, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","33.636","22.570","30.550","59.826","36.441","17.583","26.564","21.398"
"IMF.RES:WEO(9.0.0)","G505.BCA_NGDPD.A","OBS_VALUE","Emerging and Developing Asia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.260","0.454","1.539","1.160","1.324","0.982","1.577","2.659"
"IMF.RES:WEO(9.0.0)","G505.D_NGDPD.A","OBS_VALUE","Emerging and Developing Asia","External debt, Percent of GDP","Annual","Units","18.868","18.719","19.500","19.021","18.028","17.598","17.369","16.627"
"IMF.RES:WEO(9.0.0)","WBG.BCA_NGDPD.A","OBS_VALUE","West Bank and Gaza","Current account balance (credit less debit), Percent of GDP","Annual","Units","-13.150","-10.385","-12.250","-9.818","-10.626","-12.460","-18.100",""
"IMF.RES:WEO(9.0.0)","YEM.BCA_NGDPD.A","OBS_VALUE","Yemen, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-33.095","-32.288","-40.288","-56.113","-40.563","-18.260","-10.672","-6.737"
"IMF.RES:WEO(9.0.0)","WBG.LP.A","OBS_VALUE","West Bank and Gaza","Population, Persons for countries / Index for country groups","Annual","Millions","4.854","4.977","5.101","5.227","5.355","5.483","5.613","5.737"
"IMF.RES:WEO(9.0.0)","EGY.PCPIPCH.A","OBS_VALUE","Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","20.851","13.875","5.700","4.500","8.500","24.392","33.302","20.419"
"IMF.RES:WEO(9.0.0)","KHM.PCPIPCH.A","OBS_VALUE","Cambodia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.460","1.942","2.940","2.921","5.339","2.132","0.802","2.517"
"IMF.RES:WEO(9.0.0)","MMR.NGDPDPC.A","OBS_VALUE","Myanmar","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1291.151","1430.110","1452.870","1035.087","1254.474","1234.362","1408.411","1502.265"
"IMF.RES:WEO(9.0.0)","LKA.BCA_NGDPD.A","OBS_VALUE","Sri Lanka","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.963","-2.071","-1.406","-3.707","-1.959","1.719","1.219",""
"IMF.RES:WEO(9.0.0)","BRN.NGDPDPC.A","OBS_VALUE","Brunei Darussalam","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","31068.297","29871.887","27178.738","31784.621","37458.529","33513.557","33665.186","34678.414"
"IMF.RES:WEO(9.0.0)","BRN.BCA_NGDPD.A","OBS_VALUE","Brunei Darussalam","Current account balance (credit less debit), Percent of GDP","Annual","Units","6.930","6.634","4.278","11.137","19.513","12.874","14.540","13.747"
"IMF.RES:WEO(9.0.0)","KHM.BCA_NGDPD.A","OBS_VALUE","Cambodia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-8.990","-8.347","-0.980","-30.097","-19.189","1.308","0.495","-2.871"
"IMF.RES:WEO(9.0.0)","KHM.LP.A","OBS_VALUE","Cambodia","Population, Persons for countries / Index for country groups","Annual","Millions","16.275","16.481","16.725","16.974","17.202","17.424","17.639","17.848"
"IMF.RES:WEO(9.0.0)","BRN.PCPIPCH.A","OBS_VALUE","Brunei Darussalam","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.919","-0.285","1.937","1.736","3.683","0.357","-0.389","-0.303"
"IMF.RES:WEO(9.0.0)","BGD.PCPIPCH.A","OBS_VALUE","Bangladesh","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","5.783","5.475","5.648","5.558","6.150","9.016","9.728","10.045"
"IMF.RES:WEO(9.0.0)","BTN.BCA_NGDPD.A","OBS_VALUE","Bhutan","Current account balance (credit less debit), Percent of GDP","Annual","Units","-17.420","-19.187","-14.790","-11.154","-29.543","-35.012","-20.411","-18.855"
"IMF.RES:WEO(9.0.0)","AFG.NGDPDPC.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","499.799","499.762","516.664","356.063","357.347","416.066","417.767","448.457"
"IMF.RES:WEO(9.0.0)","BTN.LP.A","OBS_VALUE","Bhutan","Population, Persons for countries / Index for country groups","Annual","Millions","0.757","0.762","0.767","0.773","0.778","0.784","0.789","0.791"
"IMF.RES:WEO(9.0.0)","AFG.PCPIPCH.A","OBS_VALUE","Afghanistan, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.626","2.302","5.607","7.762","10.600","-7.714","-4.263","2.898"
"IMF.RES:WEO(9.0.0)","BGD.LP.A","OBS_VALUE","Bangladesh","Population, Persons for countries / Index for country groups","Annual","Millions","161.356","163.046","164.689","166.657","168.520","170.279","172.019","173.736"
"IMF.RES:WEO(9.0.0)","G510.BCA_NGDPD.A","OBS_VALUE","ASEAN-5","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.136","2.733","3.989","2.970","2.810","2.541","2.633","3.021"
"IMF.RES:WEO(9.0.0)","AFG.LP.A","OBS_VALUE","Afghanistan, Islamic Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","36.687","37.769","38.972","40.099","40.579","41.455","42.647","43.844"
"IMF.RES:WEO(9.0.0)","BTN.NGDPDPC.A","OBS_VALUE","Bhutan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3501.413","3434.538","3369.893","3391.978","3682.802","3726.454","3989.302","4394.150"
"IMF.RES:WEO(9.0.0)","TWN.PCPIPCH.A","OBS_VALUE","Taiwan Province of China","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.350","0.559","-0.238","1.971","2.947","2.492","2.181","1.659"
"IMF.RES:WEO(9.0.0)","LKA.NGDPDPC.A","OBS_VALUE","Sri Lanka","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4360.149","4082.694","3846.175","3999.337","3362.507","3799.198","4515.598",""
"IMF.RES:WEO(9.0.0)","IND.BCA_NGDPD.A","OBS_VALUE","India","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.155","-0.884","0.919","-1.254","-2.061","-0.744","-0.610","-0.923"
"IMF.RES:WEO(9.0.0)","TWN.BCA_NGDPD.A","OBS_VALUE","Taiwan Province of China","Current account balance (credit less debit), Percent of GDP","Annual","Units","11.607","10.710","14.414","15.043","13.250","13.970","14.068","17.450"
"IMF.RES:WEO(9.0.0)","HKG.PCPIPCH.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.406","2.883","0.251","1.569","1.881","2.097","1.730","1.436"
"IMF.RES:WEO(9.0.0)","IND.LP.A","OBS_VALUE","India","Population, Persons for countries / Index for country groups","Annual","Millions","1374.659","1389.030","1402.618","1414.204","1425.423","1438.070","1450.936","1463.866"
"IMF.RES:WEO(9.0.0)","MMR.BCA_NGDPD.A","OBS_VALUE","Myanmar","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.682","-1.809","-0.385","-2.816","-3.512","-2.862","3.141","0.386"
"IMF.RES:WEO(9.0.0)","MMR.LP.A","OBS_VALUE","Myanmar","Population, Persons for countries / Index for country groups","Annual","Millions","52.272","52.641","53.017","53.387","53.757","54.134","54.500","54.851"
"IMF.RES:WEO(9.0.0)","KHM.NGDPDPC.A","OBS_VALUE","Cambodia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2017.800","2183.046","2062.561","2130.859","2294.004","2433.687","2613.455","2761.569"
"IMF.RES:WEO(9.0.0)","MMR.PCPIPCH.A","OBS_VALUE","Myanmar","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","7.279","9.074","2.300","9.600","27.200","27.600","29.600","22.000"
"IMF.RES:WEO(9.0.0)","BRN.LP.A","OBS_VALUE","Brunei Darussalam","Population, Persons for countries / Index for country groups","Annual","Millions","0.437","0.451","0.442","0.441","0.445","0.451","0.456","0.460"
"IMF.RES:WEO(9.0.0)","TLS.LP.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1.264","1.288","1.314","1.339","1.362","1.377","1.392","1.410"
"IMF.RES:WEO(9.0.0)","TLS.PCPIPCH.A","OBS_VALUE","Timor-Leste, Democratic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.294","0.892","0.488","3.775","7.005","8.420","2.063","0.468"
"IMF.RES:WEO(9.0.0)","IDN.BCA_NGDPD.A","OBS_VALUE","Indonesia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.939","-2.706","-0.419","0.296","1.002","-0.149","-0.615","-0.101"
"IMF.RES:WEO(9.0.0)","KOR.NGDPDPC.A","OBS_VALUE","Korea, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","35363.952","33826.944","33653.202","37518.465","34822.406","35674.095","36238.640","36226.965"
"IMF.RES:WEO(9.0.0)","TWN.NGDPDPC.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","25888.836","25992.849","28727.743","33238.717","32909.322","32338.714","34251.621","39488.575"
"IMF.RES:WEO(9.0.0)","LKA.LP.A","OBS_VALUE","Sri Lanka","Population, Persons for countries / Index for country groups","Annual","Millions","21.670","21.803","21.919","22.156","22.181","22.037","21.916",""
"IMF.RES:WEO(9.0.0)","LKA.PCPIPCH.A","OBS_VALUE","Sri Lanka","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.273","4.304","4.569","5.954","45.214","17.365","1.242",""
"IMF.RES:WEO(9.0.0)","HKG.BCA_NGDPD.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Current account balance (credit less debit), Percent of GDP","Annual","Units","3.739","5.888","6.993","11.798","10.214","8.437","13.203","12.224"
"IMF.RES:WEO(9.0.0)","HKG.NGDPDPC.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","48310.038","48277.982","46446.056","49848.567","47998.494","50580.146","54444.800","56892.781"
"IMF.RES:WEO(9.0.0)","HKG.LP.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Population, Persons for countries / Index for country groups","Annual","Millions","7.488","7.521","7.427","7.402","7.473","7.528","7.501","7.511"
"IMF.RES:WEO(9.0.0)","LAO.PCPIPCH.A","OBS_VALUE","Lao People's Democratic Republic","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.040","3.323","5.104","3.754","22.959","31.230","23.132","7.740"
"IMF.RES:WEO(9.0.0)","MAC.NGDPDPC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","82523.949","80966.993","37007.848","44838.869","37053.475","66734.813","71868.750","74465.490"
"IMF.RES:WEO(9.0.0)","KOR.PCPIPCH.A","OBS_VALUE","Korea, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.476","0.383","0.537","2.498","5.090","3.597","2.322","2.123"
"IMF.RES:WEO(9.0.0)","MDV.BCA_NGDPD.A","OBS_VALUE","Maldives","Current account balance (credit less debit), Percent of GDP","Annual","Units","-27.837","-26.070","-35.072","-8.654","-16.257","-21.171","-18.705","-8.418"
"IMF.RES:WEO(9.0.0)","MYS.NGDPDPC.A","OBS_VALUE","Malaysia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","11079.615","11228.292","10400.227","11474.232","12490.212","12097.990","12618.720","13948.737"
"IMF.RES:WEO(9.0.0)","LAO.BCA_NGDPD.A","OBS_VALUE","Lao People's Democratic Republic","Current account balance (credit less debit), Percent of GDP","Annual","Units","-9.095","-7.030","-1.645","2.329","-3.034","2.698","4.339","11.371"
"IMF.RES:WEO(9.0.0)","KOR.LP.A","OBS_VALUE","Korea, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","51.585","51.765","51.836","51.770","51.673","51.713","51.751","51.685"
"IMF.RES:WEO(9.0.0)","MAC.BCA_NGDPD.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Current account balance (credit less debit), Percent of GDP","Annual","Units","32.868","33.464","13.796","8.504","13.613","31.377","36.291","35.730"
"IMF.RES:WEO(9.0.0)","LAO.NGDPDPC.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2551.830","2602.623","2528.997","2495.962","2022.383","1977.495","2054.806","2288.444"
"IMF.RES:WEO(9.0.0)","IDN.NGDPDPC.A","OBS_VALUE","Indonesia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3945.583","4192.768","3919.465","4351.304","4784.207","4919.934","4958.391","5082.438"
"IMF.RES:WEO(9.0.0)","IND.NGDPDPC.A","OBS_VALUE","India","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1930.293","1998.758","1862.198","2181.098","2279.982","2434.448","2591.992","2675.322"
"IMF.RES:WEO(9.0.0)","KOR.BCA_NGDPD.A","OBS_VALUE","Korea, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","4.246","3.408","4.371","4.319","1.291","1.763","5.331","6.572"
"IMF.RES:WEO(9.0.0)","IDN.PCPIPCH.A","OBS_VALUE","Indonesia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.291","2.822","2.031","1.561","4.139","3.713","2.300","1.913"
"IMF.RES:WEO(9.0.0)","TLS.BCA_NGDPD.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-12.288","22.160","22.540","54.759","15.224","-9.259","-32.416","-33.989"
"IMF.RES:WEO(9.0.0)","IND.PCPIPCH.A","OBS_VALUE","India","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.387","4.806","6.154","5.512","6.634","5.370","4.639","2.091"
"IMF.RES:WEO(9.0.0)","IDN.LP.A","OBS_VALUE","Indonesia","Population, Persons for countries / Index for country groups","Annual","Millions","264.162","266.912","270.204","272.679","275.720","278.696","281.604","284.439"
"IMF.RES:WEO(9.0.0)","TLS.NGDPDPC.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1231.390","1577.681","1646.363","2708.207","2356.243","1510.529","1340.501","1463.949"
"IMF.RES:WEO(9.0.0)","MDV.LP.A","OBS_VALUE","Maldives","Population, Persons for countries / Index for country groups","Annual","Millions","0.366","0.372","0.378","0.384","0.391","0.397","0.404","0.411"
"IMF.RES:WEO(9.0.0)","NPL.LP.A","OBS_VALUE","Nepal","Population, Persons for countries / Index for country groups","Annual","Millions","28.080","28.414","28.967","29.475","29.715","29.695","29.651","29.645"
"IMF.RES:WEO(9.0.0)","NPL.NGDPDPC.A","OBS_VALUE","Nepal","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1179.198","1203.143","1154.217","1252.832","1385.911","1382.331","1447.310","1511.547"
"IMF.RES:WEO(9.0.0)","PAK.LP.A","OBS_VALUE","Pakistan","Population, Persons for countries / Index for country groups","Annual","Millions","209.750","213.950","218.240","222.590","227.000","231.450","235.950","240.490"
"IMF.RES:WEO(9.0.0)","PLW.LP.A","OBS_VALUE","Palau, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","0.018","0.018","0.018","0.018","0.018","0.018","0.018","0.018"
"IMF.RES:WEO(9.0.0)","MYS.BCA_NGDPD.A","OBS_VALUE","Malaysia","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.231","3.498","4.166","3.886","3.188","1.099","1.434","1.573"
"IMF.RES:WEO(9.0.0)","MAC.PCPIPCH.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.006","2.752","0.811","0.028","1.044","0.939","0.738","0.334"
