"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(9.0.0)","SDN.BCA_NGDPD.A","OBS_VALUE","Sudan","Current account balance (credit less debit), Percent of GDP","Annual","Units","-13.928","-15.182","-16.587","-7.458","-11.339","-3.758","-3.277","-8.070"
"IMF.RES:WEO(9.0.0)","SDN.NGDPDPC.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","800.064","728.420","794.108","772.131","716.816","771.412","593.320","787.779"
"IMF.RES:WEO(9.0.0)","SSD.BCA_NGDPD.A","OBS_VALUE","South Sudan, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-12.330","-4.796","-31.669","-0.110","-7.922","-18.444","53.692","-4.042"
"IMF.RES:WEO(9.0.0)","SDN.PCPIPCH.A","OBS_VALUE","Sudan","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","63.293","50.994","163.258","359.092","138.808","77.249","185.681","100.222"
"IMF.RES:WEO(9.0.0)","NAM.LP.A","OBS_VALUE","Namibia","Population, Persons for countries / Index for country groups","Annual","Millions","2.541","2.613","2.688","2.770","2.851","2.928","2.990","3.049"
"IMF.RES:WEO(9.0.0)","NAM.PCPIPCH.A","OBS_VALUE","Namibia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.294","3.721","2.209","3.620","6.077","5.880","4.240","3.511"
"IMF.RES:WEO(9.0.0)","SOM.PCPIPCH.A","OBS_VALUE","Somalia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.266","4.709","4.113","4.625","6.779","6.173","5.529","3.700"
"IMF.RES:WEO(9.0.0)","ZMB.BCA_NGDPD.A","OBS_VALUE","Zambia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.298","0.477","11.791","11.900","3.747","-3.038","-4.411","-3.545"
"IMF.RES:WEO(9.0.0)","ZMB.NGDPDPC.A","OBS_VALUE","Zambia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1463.899","1258.991","951.644","1127.161","1447.123","1330.728","1187.109","1317.878"
"IMF.RES:WEO(9.0.0)","UGA.PCPIPCH.A","OBS_VALUE","Uganda","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.549","2.137","2.758","2.207","7.192","5.352","3.323","3.582"
"IMF.RES:WEO(9.0.0)","BFA.NGDPDPC.A","OBS_VALUE","Burkina Faso","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","778.742","767.675","830.473","896.006","829.108","873.612","981.971","1126.369"
"IMF.RES:WEO(9.0.0)","BFA.BCA_NGDPD.A","OBS_VALUE","Burkina Faso","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.179","-3.255","4.173","0.392","-7.539","-5.057","-3.484","6.710"
"IMF.RES:WEO(9.0.0)","TZA.LP.A","OBS_VALUE","Tanzania, United Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","54.934","56.607","58.309","60.062","61.869","63.729","65.645","67.619"
"IMF.RES:WEO(9.0.0)","TUN.BCA_NGDPD.A","OBS_VALUE","Tunisia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-10.799","-8.085","-5.968","-5.970","-8.996","-2.291","-1.612","-2.755"
"IMF.RES:WEO(9.0.0)","TZA.BCA_NGDPD.A","OBS_VALUE","Tanzania, United Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.215","-2.279","-2.302","-3.514","-7.391","-3.778","-2.807","-2.442"
"IMF.RES:WEO(9.0.0)","SWZ.NGDPDPC.A","OBS_VALUE","Eswatini, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4301.540","4236.947","3754.809","4316.987","4216.471","4060.426","4220.422","4442.323"
"IMF.RES:WEO(9.0.0)","TUN.LP.A","OBS_VALUE","Tunisia","Population, Persons for countries / Index for country groups","Annual","Millions","11.766","11.875","11.974","12.049","12.119","12.200","12.277","12.349"
"IMF.RES:WEO(9.0.0)","SWZ.LP.A","OBS_VALUE","Eswatini, Kingdom of","Population, Persons for countries / Index for country groups","Annual","Millions","1.080","1.090","1.102","1.114","1.126","1.138","1.150","1.163"
"IMF.RES:WEO(9.0.0)","TGO.NGDPDPC.A","OBS_VALUE","Togo","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","851.507","826.290","864.718","962.252","952.380","1043.377","1114.735","1216.537"
"IMF.RES:WEO(9.0.0)","SWZ.PCPIPCH.A","OBS_VALUE","Eswatini, Kingdom of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.815","2.598","3.872","3.719","4.802","4.949","4.034","3.083"
"IMF.RES:WEO(9.0.0)","TZA.PCPIPCH.A","OBS_VALUE","Tanzania, United Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.509","3.448","3.289","3.690","4.350","3.799","3.057","3.327"
"IMF.RES:WEO(9.0.0)","TGO.LP.A","OBS_VALUE","Togo","Population, Persons for countries / Index for country groups","Annual","Millions","8.259","8.463","8.670","8.881","9.098","9.320","9.548","9.781"
"IMF.RES:WEO(9.0.0)","FJI.PCPIPCH.A","OBS_VALUE","Fiji, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.079","1.799","-1.700","1.535","6.079","2.975","3.891","-1.400"
"IMF.RES:WEO(9.0.0)","NRU.LP.A","OBS_VALUE","Nauru, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","0.011","0.012","0.012","0.012","0.012","0.012","0.012","0.012"
"IMF.RES:WEO(9.0.0)","NRU.NGDPDPC.A","OBS_VALUE","Nauru, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","11426.971","10793.362","10721.849","12761.560","15301.340","13588.159","14025.738","14584.041"
"IMF.RES:WEO(9.0.0)","KIR.BCA_NGDPD.A","OBS_VALUE","Kiribati","Current account balance (credit less debit), Percent of GDP","Annual","Units","32.640","37.178","32.163","7.086","-11.971","-1.755","-17.352","-18.765"
"IMF.RES:WEO(9.0.0)","KIR.PCPIPCH.A","OBS_VALUE","Kiribati","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.564","-1.813","2.553","2.054","5.346","9.250","2.488","6.515"
"IMF.RES:WEO(9.0.0)","SLB.PCPIPCH.A","OBS_VALUE","Solomon Islands","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.600","2.220","2.927","0.183","5.403","5.089","4.230","3.354"
"IMF.RES:WEO(9.0.0)","KIR.LP.A","OBS_VALUE","Kiribati","Population, Persons for countries / Index for country groups","Annual","Millions","0.116","0.118","0.119","0.121","0.123","0.125","0.127","0.129"
"IMF.RES:WEO(9.0.0)","UGA.BCA_NGDPD.A","OBS_VALUE","Uganda","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.107","-6.947","-9.497","-8.422","-8.597","-7.550","-7.346","-6.234"
"IMF.RES:WEO(9.0.0)","BFA.PCPIPCH.A","OBS_VALUE","Burkina Faso","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.956","-3.233","1.885","3.908","13.779","0.942","4.193","-0.550"
"IMF.RES:WEO(9.0.0)","BFA.LP.A","OBS_VALUE","Burkina Faso","Population, Persons for countries / Index for country groups","Annual","Millions","20.438","20.962","21.479","21.995","22.509","23.026","23.554","24.095"
"IMF.RES:WEO(9.0.0)","UGA.NGDPDPC.A","OBS_VALUE","Uganda","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","879.037","951.578","919.141","1008.125","1079.304","1150.731","1223.871","1374.676"
"IMF.RES:WEO(9.0.0)","ZMB.LP.A","OBS_VALUE","Zambia","Population, Persons for countries / Index for country groups","Annual","Millions","17.974","18.514","19.059","19.604","20.153","20.724","21.315","21.914"
"IMF.RES:WEO(9.0.0)","ZMB.PCPIPCH.A","OBS_VALUE","Zambia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","7.495","9.151","15.733","22.021","10.993","10.885","14.986","13.910"
"IMF.RES:WEO(9.0.0)","TUN.PCPIPCH.A","OBS_VALUE","Tunisia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","7.308","6.722","5.635","5.707","8.308","9.323","7.007","5.345"
"IMF.RES:WEO(9.0.0)","TON.BCA_NGDPD.A","OBS_VALUE","Tonga","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.958","-3.734","-5.629","-6.264","-5.022","-5.099","-3.277","-5.308"
"IMF.RES:WEO(9.0.0)","WSM.LP.A","OBS_VALUE","Samoa","Population, Persons for countries / Index for country groups","Annual","Millions","0.199","0.200","0.202","0.204","0.207","0.209","0.211","0.212"
"IMF.RES:WEO(9.0.0)","VUT.LP.A","OBS_VALUE","Vanuatu","Population, Persons for countries / Index for country groups","Annual","Millions","0.285","0.292","0.298","0.305","0.312","0.319","0.327","0.334"
"IMF.RES:WEO(9.0.0)","VUT.NGDPDPC.A","OBS_VALUE","Vanuatu","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3505.714","3612.878","3778.938","3472.533","3617.711","3750.656","3871.275","3935.802"
"IMF.RES:WEO(9.0.0)","PNG.LP.A","OBS_VALUE","Papua New Guinea","Population, Persons for countries / Index for country groups","Annual","Millions","10.186","10.693","11.224","11.782","12.029","12.282","12.539","12.803"
"IMF.RES:WEO(9.0.0)","WSM.BCA_NGDPD.A","OBS_VALUE","Samoa","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.801","2.839","0.949","-14.551","-10.579","-2.971","4.384","5.715"
"IMF.RES:WEO(9.0.0)","VUT.BCA_NGDPD.A","OBS_VALUE","Vanuatu","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.506","4.559","-9.686","-14.939","-12.356","-7.768","-20.205","-10.418"
"IMF.RES:WEO(9.0.0)","PNG.NGDPDPC.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2366.847","2314.745","2124.796","2216.458","2631.413","2502.025","2452.733","2537.791"
"IMF.RES:WEO(9.0.0)","WSM.NGDPDPC.A","OBS_VALUE","Samoa","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4421.837","4558.071","4303.008","4204.425","4302.853","5008.482","5580.949","6075.431"
"IMF.RES:WEO(9.0.0)","SLB.BCA_NGDPD.A","OBS_VALUE","Solomon Islands","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.964","-9.510","-1.648","-4.970","-14.626","-11.429","-4.159","-0.969"
"IMF.RES:WEO(9.0.0)","SLB.LP.A","OBS_VALUE","Solomon Islands","Population, Persons for countries / Index for country groups","Annual","Millions","0.695","0.711","0.725","0.740","0.754","0.769","0.783","0.798"
"IMF.RES:WEO(9.0.0)","FJI.NGDPDPC.A","OBS_VALUE","Fiji, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6269.882","5968.379","4692.746","4588.805","5459.654","5970.919","6467.915","6508.020"
"IMF.RES:WEO(9.0.0)","NRU.BCA_NGDPD.A","OBS_VALUE","Nauru, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","7.595","4.600","2.526","4.460","1.568","1.186","6.034","2.653"
"IMF.RES:WEO(9.0.0)","FJI.BCA_NGDPD.A","OBS_VALUE","Fiji, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-8.422","-11.777","-11.968","-6.487","-15.347","-6.623","-7.809","-9.480"
"IMF.RES:WEO(9.0.0)","KIR.NGDPDPC.A","OBS_VALUE","Kiribati","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2022.227","1987.127","1855.475","2354.259","2202.100","2325.642","2695.117","2701.347"
"IMF.RES:WEO(9.0.0)","SLB.NGDPDPC.A","OBS_VALUE","Solomon Islands","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2325.032","2278.122","2118.579","2107.057","1944.919","1959.339","2022.135","2134.936"
"IMF.RES:WEO(9.0.0)","FJI.LP.A","OBS_VALUE","Fiji, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","0.890","0.896","0.901","0.906","0.912","0.917","0.923","0.928"
"IMF.RES:WEO(9.0.0)","MHL.PCPIPCH.A","OBS_VALUE","Marshall Islands, Republic of the","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.802","-0.110","-0.658","2.247","2.775","7.441","5.199","5.470"
"IMF.RES:WEO(9.0.0)","FSM.LP.A","OBS_VALUE","Micronesia, Federated States of","Population, Persons for countries / Index for country groups","Annual","Millions","0.100","0.098","0.097","0.096","0.095","0.095","0.095","0.095"
"IMF.RES:WEO(9.0.0)","G903.D_NGDPD.A","OBS_VALUE","Emerging and Developing Europe","External debt, Percent of GDP","Annual","Units","49.140","45.354","51.067","49.861","39.914","39.596","36.998","33.804"
"IMF.RES:WEO(9.0.0)","FSM.NGDPDPC.A","OBS_VALUE","Micronesia, Federated States of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3960.729","4011.106","3837.824","4080.611","4381.579","4680.232","5089.046","5307.749"
"IMF.RES:WEO(9.0.0)","WSM.PCPIPCH.A","OBS_VALUE","Samoa","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.683","2.189","1.480","-3.010","8.747","11.981","3.586","1.890"
"IMF.RES:WEO(9.0.0)","NRU.PCPIPCH.A","OBS_VALUE","Nauru, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.070","4.094","0.931","2.007","1.146","4.782","9.274","6.126"
"IMF.RES:WEO(9.0.0)","PNG.BCA_NGDPD.A","OBS_VALUE","Papua New Guinea","Current account balance (credit less debit), Percent of GDP","Annual","Units","13.623","14.377","14.358","12.575","14.430","9.109","15.553","14.723"
"IMF.RES:WEO(9.0.0)","TON.NGDPDPC.A","OBS_VALUE","Tonga","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4829.618","5035.061","5108.106","5197.130","5535.241","5979.342","6497.536","6857.740"
"IMF.RES:WEO(9.0.0)","PNG.PCPIPCH.A","OBS_VALUE","Papua New Guinea","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.412","3.892","4.872","4.483","5.253","2.299","0.586","4.400"
"IMF.RES:WEO(9.0.0)","VUT.PCPIPCH.A","OBS_VALUE","Vanuatu","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.381","2.713","5.346","2.343","6.679","11.183","1.143","1.687"
"IMF.RES:WEO(9.0.0)","BLR.PCPIPCH.A","OBS_VALUE","Belarus, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.867","5.600","5.536","9.453","15.239","5.017","5.750","6.581"
"IMF.RES:WEO(9.0.0)","AZE.BCA_NGDPD.A","OBS_VALUE","Azerbaijan, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","12.844","9.061","-0.533","15.124","29.792","11.500","6.276","5.478"
"IMF.RES:WEO(9.0.0)","ARM.LP.A","OBS_VALUE","Armenia, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","2.963","2.962","2.962","2.969","2.984","3.034","3.034","3.071"
"IMF.RES:WEO(9.0.0)","ARM.NGDPDPC.A","OBS_VALUE","Armenia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4205.216","4598.782","4267.453","4674.214","6539.113","7972.505","8555.650","9520.965"
"IMF.RES:WEO(9.0.0)","BLR.LP.A","OBS_VALUE","Belarus, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","9.439","9.420","9.380","9.303","9.228","9.178","9.133","9.087"
"IMF.RES:WEO(9.0.0)","ARM.BCA_NGDPD.A","OBS_VALUE","Armenia, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-7.228","-7.057","-3.998","-3.396","0.738","-2.770","-4.602","-6.720"
"IMF.RES:WEO(9.0.0)","AZE.NGDPDPC.A","OBS_VALUE","Azerbaijan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4759.796","4841.145","4280.429","5468.269","7831.176","7151.946","7262.047","7321.685"
"IMF.RES:WEO(9.0.0)","AZE.LP.A","OBS_VALUE","Azerbaijan, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","9.898","9.951","9.974","10.026","10.063","10.127","10.249","10.372"
"IMF.RES:WEO(9.0.0)","G903.PCPIPCH.A","OBS_VALUE","Emerging and Developing Europe","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","6.349","6.583","5.226","9.158","25.665","17.409","17.160","13.467"
"IMF.RES:WEO(9.0.0)","TUV.NGDPDPC.A","OBS_VALUE","Tuvalu","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4561.426","5237.962","5158.717","5983.042","5123.115","5008.786","5729.351","5822.521"
"IMF.RES:WEO(9.0.0)","TUV.LP.A","OBS_VALUE","Tuvalu","Population, Persons for countries / Index for country groups","Annual","Millions","0.011","0.010","0.010","0.010","0.011","0.010","0.010","0.010"
"IMF.RES:WEO(9.0.0)","G903.BCA_NGDPD.A","OBS_VALUE","Emerging and Developing Europe","Current account balance (credit less debit), Percent of GDP","Annual","Units","1.786","1.365","0.035","1.640","2.700","-0.405","-0.086","-1.173"
"IMF.RES:WEO(9.0.0)","FSM.BCA_NGDPD.A","OBS_VALUE","Micronesia, Federated States of","Current account balance (credit less debit), Percent of GDP","Annual","Units","26.322","19.407","7.335","9.933","16.526","5.497","3.460","3.763"
"IMF.RES:WEO(9.0.0)","FSM.PCPIPCH.A","OBS_VALUE","Micronesia, Federated States of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.040","2.209","0.964","1.772","5.000","6.217","5.440","3.201"
"IMF.RES:WEO(9.0.0)","MHL.NGDPDPC.A","OBS_VALUE","Marshall Islands, Republic of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4850.533","5274.862","5502.426","6158.837","6247.248","6527.130","7434.007","8451.101"
"IMF.RES:WEO(9.0.0)","TON.PCPIPCH.A","OBS_VALUE","Tonga","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","6.093","4.146","0.240","0.588","6.550","12.554","8.001","3.196"
"IMF.RES:WEO(9.0.0)","TUV.BCA_NGDPD.A","OBS_VALUE","Tuvalu","Current account balance (credit less debit), Percent of GDP","Annual","Units","59.271","-16.545","16.227","29.818","-0.271","39.982","15.765","29.882"
"IMF.RES:WEO(9.0.0)","TUV.PCPIPCH.A","OBS_VALUE","Tuvalu","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.160","3.492","1.570","6.687","12.184","7.172","1.165","1.986"
"IMF.RES:WEO(9.0.0)","MHL.LP.A","OBS_VALUE","Marshall Islands, Republic of the","Population, Persons for countries / Index for country groups","Annual","Millions","0.045","0.044","0.044","0.042","0.041","0.040","0.038","0.036"
"IMF.RES:WEO(9.0.0)","MHL.BCA_NGDPD.A","OBS_VALUE","Marshall Islands, Republic of the","Current account balance (credit less debit), Percent of GDP","Annual","Units","5.364","-23.511","22.728","27.373","6.820","15.752","15.686","9.114"
"IMF.RES:WEO(9.0.0)","GEO.LP.A","OBS_VALUE","Georgia","Population, Persons for countries / Index for country groups","Annual","Millions","3.730","3.724","3.717","3.729","3.689","3.736","3.695","3.694"
"IMF.RES:WEO(9.0.0)","GEO.NGDPDPC.A","OBS_VALUE","Georgia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4800.794","4738.796","4308.286","5055.161","6773.539","8237.416","9254.313","10346.094"
"IMF.RES:WEO(9.0.0)","GEO.PCPIPCH.A","OBS_VALUE","Georgia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.615","4.853","5.202","9.567","11.898","2.488","1.110","3.869"
"IMF.RES:WEO(9.0.0)","KAZ.NGDPDPC.A","OBS_VALUE","Kazakhstan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9813.280","9813.064","9121.988","10373.954","11484.417","13157.579","14459.336","14854.776"
"IMF.RES:WEO(9.0.0)","BLR.BCA_NGDPD.A","OBS_VALUE","Belarus, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.038","-1.934","-0.291","3.163","3.413","-1.806","-3.079","-2.618"
"IMF.RES:WEO(9.0.0)","AZE.PCPIPCH.A","OBS_VALUE","Azerbaijan, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.262","2.595","2.763","6.664","13.859","8.782","2.215","5.600"
"IMF.RES:WEO(9.0.0)","BLR.NGDPDPC.A","OBS_VALUE","Belarus, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6357.962","6838.218","6536.527","7332.084","7990.348","7821.879","8633.538","10208.724"
"IMF.RES:WEO(9.0.0)","ARM.PCPIPCH.A","OBS_VALUE","Armenia, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.528","1.437","1.224","7.173","8.641","1.980","0.269","3.307"
"IMF.RES:WEO(9.0.0)","MDA.PCPIPCH.A","OBS_VALUE","Moldova, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.590","4.846","3.771","5.099","28.722","13.447","4.683","7.762"
"IMF.RES:WEO(9.0.0)","MDA.BCA_NGDPD.A","OBS_VALUE","Moldova, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-10.770","-9.421","-7.690","-12.408","-17.105","-11.062","-16.546","-19.129"
"IMF.RES:WEO(9.0.0)","BGR.NGDPDPC.A","OBS_VALUE","Bulgaria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9451.816","9855.906","10206.626","12346.576","14069.465","15861.735","17610.302","20920.692"
"IMF.RES:WEO(9.0.0)","MDA.LP.A","OBS_VALUE","Moldova, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","2.730","2.685","2.644","2.627","2.565","2.492","2.423","2.381"
"IMF.RES:WEO(9.0.0)","BGR.PCPIPCH.A","OBS_VALUE","Bulgaria","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.637","2.457","1.221","2.837","13.021","8.600","2.596","3.537"
"IMF.RES:WEO(9.0.0)","ALB.BCA_NGDPD.A","OBS_VALUE","Albania","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.656","-7.482","-8.614","-7.676","-5.842","-1.204","-2.425","-1.984"
"IMF.RES:WEO(9.0.0)","KAZ.BCA_NGDPD.A","OBS_VALUE","Kazakhstan, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.984","-3.869","-6.462","-1.359","2.854","-3.558","-2.722","-3.912"
"IMF.RES:WEO(9.0.0)","ALB.PCPIPCH.A","OBS_VALUE","Albania","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.025","1.414","1.621","2.047","6.722","4.780","2.217","2.229"
"IMF.RES:WEO(9.0.0)","KAZ.PCPIPCH.A","OBS_VALUE","Kazakhstan, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","6.008","5.280","6.761","8.002","14.986","14.522","8.676","11.379"
"IMF.RES:WEO(9.0.0)","ALB.NGDPDPC.A","OBS_VALUE","Albania","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5365.550","5459.304","5381.096","6396.387","6908.102","8594.203","9948.352","11234.556"
"IMF.RES:WEO(9.0.0)","ALB.LP.A","OBS_VALUE","Albania","Population, Persons for countries / Index for country groups","Annual","Millions","2.866","2.854","2.838","2.812","2.778","2.750","2.722","2.695"
"IMF.RES:WEO(9.0.0)","GEO.BCA_NGDPD.A","OBS_VALUE","Georgia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.659","-5.992","-12.420","-10.289","-4.424","-5.529","-5.302","-2.603"
"IMF.RES:WEO(9.0.0)","KAZ.LP.A","OBS_VALUE","Kazakhstan, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","18.275","18.513","18.755","19.001","19.635","19.900","20.159","20.380"
"IMF.RES:WEO(9.0.0)","TKM.BCA_NGDPD.A","OBS_VALUE","Turkmenistan","Current account balance (credit less debit), Percent of GDP","Annual","Units","7.413","3.435","-1.350","4.563","9.667","5.426","4.688","3.320"
"IMF.RES:WEO(9.0.0)","TJK.LP.A","OBS_VALUE","Tajikistan, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","9.107","9.292","9.475","9.657","9.836","10.013","10.188","10.360"
"IMF.RES:WEO(9.0.0)","CHN.PCPIPCH.A","OBS_VALUE","China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.092","2.905","2.490","0.919","1.976","0.228","0.212","0.049"
"IMF.RES:WEO(9.0.0)","CHN.BCA_NGDPD.A","OBS_VALUE","China, People's Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.171","0.705","1.647","1.941","2.418","1.434","2.238","3.715"
"IMF.RES:WEO(9.0.0)","TJK.NGDPDPC.A","OBS_VALUE","Tajikistan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","852.341","893.318","858.445","925.135","1089.473","1222.636","1415.972","1693.155"
"IMF.RES:WEO(9.0.0)","RUS.PCPIPCH.A","OBS_VALUE","Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.878","4.470","3.382","6.694","13.750","5.859","8.442","8.680"
"IMF.RES:WEO(9.0.0)","TJK.BCA_NGDPD.A","OBS_VALUE","Tajikistan, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.891","-2.232","4.349","8.233","15.254","4.770","6.149","16.580"
"IMF.RES:WEO(9.0.0)","RUS.NGDPDPC.A","OBS_VALUE","Russian Federation","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","11288.694","11572.297","10166.732","12540.967","15774.227","13989.783","15093.504","17972.117"
"IMF.RES:WEO(9.0.0)","BGR.BCA_NGDPD.A","OBS_VALUE","Bulgaria","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.657","1.665","1.557","0.196","-1.395","-1.175","-1.352","-5.925"
"IMF.RES:WEO(9.0.0)","TJK.PCPIPCH.A","OBS_VALUE","Tajikistan, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.843","7.790","8.580","8.974","6.641","3.652","3.486","3.379"
"IMF.RES:WEO(9.0.0)","KGZ.BCA_NGDPD.A","OBS_VALUE","Kyrgyz Republic","Current account balance (credit less debit), Percent of GDP","Annual","Units","-12.054","-11.452","4.516","-7.984","-41.922","-44.921","-22.634","-23.399"
"IMF.RES:WEO(9.0.0)","BGR.LP.A","OBS_VALUE","Bulgaria","Population, Persons for countries / Index for country groups","Annual","Millions","7.000","6.951","6.917","6.839","6.448","6.445","6.437","6.263"
"IMF.RES:WEO(9.0.0)","KGZ.PCPIPCH.A","OBS_VALUE","Kyrgyz Republic","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.543","1.136","6.323","11.908","13.910","10.797","5.021","8.212"
"IMF.RES:WEO(9.0.0)","MDA.NGDPDPC.A","OBS_VALUE","Moldova, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4121.047","4371.701","4361.472","5213.541","5662.201","6704.941","7513.614","8542.376"
"IMF.RES:WEO(9.0.0)","KGZ.LP.A","OBS_VALUE","Kyrgyz Republic","Population, Persons for countries / Index for country groups","Annual","Millions","6.257","6.389","6.517","6.654","6.795","6.931","7.077","7.227"
"IMF.RES:WEO(9.0.0)","KGZ.NGDPDPC.A","OBS_VALUE","Kyrgyz Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1321.954","1466.956","1270.961","1390.900","1805.648","2191.134","2568.059","2984.349"
"IMF.RES:WEO(9.0.0)","RUS.BCA_NGDPD.A","OBS_VALUE","Russian Federation","Current account balance (credit less debit), Percent of GDP","Annual","Units","6.998","3.872","2.377","6.832","10.352","2.428","2.863","1.599"
